STARTDATE,ENDDATE,LASTMONTH,LASTYEAR,SAMEMONTH,MAXMINRATIO,STATENAME,MANDINAME,COMMODITY,NUMBER_OF_MATCHED,TEXT,PUBLISHEDDATE,AVG_COSINE,ARTICLETITLE,ARTICLEURL,CENTRENAME,FILETYPE
2017-05-14,2017-06-26,Anomaly,Anomaly,Normal,1.0176754151044456,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2017-05-21,2017-07-03,Anomaly,Anomaly,Normal,1.0176754151044456,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2020-04-12,2020-05-25,Anomaly,Anomaly,Normal,1.016862977713753,ANDHRA PRADESH,KARIMNAGAR,GREEN GRAM DAL (MOONG DAL),,,,,,,KARIMNAGAR,MANDI
2020-04-19,2020-06-01,Anomaly,Anomaly,Normal,1.016862977713753,ANDHRA PRADESH,KARIMNAGAR,GREEN GRAM DAL (MOONG DAL),,,,,,,KARIMNAGAR,MANDI
2020-04-26,2020-06-08,Anomaly,Anomaly,Normal,1.016862977713753,ANDHRA PRADESH,KARIMNAGAR,GREEN GRAM DAL (MOONG DAL),,,,,,,KARIMNAGAR,MANDI
2020-04-26,2020-06-08,Anomaly,Anomaly,Normal,1.0164449219072804,ANDHRA PRADESH,VISAKHAPATNAM,GREEN GRAM DAL (MOONG DAL),,,,,,,VISAKHAPATNAM,MANDI
2020-05-17,2020-06-29,Anomaly,Anomaly,Normal,1.0161775465409315,ANDHRA PRADESH,TIRUPATHI,GREEN GRAM DAL (MOONG DAL),,,,,,,TIRUPATHI,MANDI
2020-06-07,2020-07-20,Anomaly,Anomaly,Normal,1.0109987779135652,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2020-05-17,2020-06-29,Anomaly,Anomaly,Normal,0.9998889012331964,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2020-05-24,2020-07-06,Anomaly,Anomaly,Normal,0.9998889012331964,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2020-05-31,2020-07-13,Anomaly,Anomaly,Normal,0.9998889012331964,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2020-06-07,2020-07-20,Anomaly,Anomaly,Normal,0.9998889012331964,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2019-05-19,2019-07-01,Anomaly,Anomaly,Normal,0.9998780636507744,ANDHRA PRADESH,VISAKHAPATNAM,GREEN GRAM DAL (MOONG DAL),,,,,,,VISAKHAPATNAM,MANDI
2019-05-26,2019-07-08,Anomaly,Anomaly,Normal,0.9998780636507744,ANDHRA PRADESH,VISAKHAPATNAM,GREEN GRAM DAL (MOONG DAL),,,,,,,VISAKHAPATNAM,MANDI
2020-01-05,2020-02-17,Anomaly,Normal,Anomaly,1.3550848572556242,ANDHRA PRADESH,TIRUPATHI,GREEN GRAM DAL (MOONG DAL),,,,,,,TIRUPATHI,MANDI
2020-01-12,2020-02-24,Anomaly,Normal,Anomaly,1.3550848572556242,ANDHRA PRADESH,TIRUPATHI,GREEN GRAM DAL (MOONG DAL),,,,,,,TIRUPATHI,MANDI
2017-07-16,2017-08-28,Anomaly,Normal,Anomaly,1.2497596616035378,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2017-07-23,2017-09-04,Anomaly,Normal,Anomaly,1.2497596616035378,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2019-07-28,2019-09-09,Anomaly,Normal,Anomaly,1.185544922153978,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2019-08-04,2019-09-16,Anomaly,Normal,Anomaly,1.185544922153978,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2017-07-09,2017-08-21,Anomaly,Normal,Anomaly,1.1849657470838733,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2017-07-16,2017-08-28,Anomaly,Normal,Anomaly,1.1816033448463916,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2018-06-10,2018-07-23,Anomaly,Normal,Anomaly,1.1816033448463916,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2018-06-17,2018-07-30,Anomaly,Normal,Anomaly,1.1816033448463916,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2018-06-24,2018-08-06,Anomaly,Normal,Anomaly,1.1816033448463916,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2018-06-17,2018-07-30,Anomaly,Normal,Anomaly,1.1816033448463916,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2018-06-24,2018-08-06,Anomaly,Normal,Anomaly,1.1816033448463916,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2017-07-16,2017-08-28,Anomaly,Normal,Anomaly,1.1634248318487548,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2019-07-21,2019-09-02,Anomaly,Normal,Anomaly,1.1553214965119667,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2018-03-11,2018-04-23,Anomaly,Normal,Anomaly,1.1536686663590217,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2018-03-18,2018-04-30,Anomaly,Normal,Anomaly,1.1536686663590217,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2018-03-25,2018-05-07,Anomaly,Normal,Anomaly,1.1536686663590217,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2017-07-09,2017-08-21,Anomaly,Normal,Anomaly,1.1536243030186502,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2020-11-29,2021-01-11,Anomaly,Normal,Anomaly,1.1459386585776878,ODISHA,BALASORE,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2021-06-20,2021-08-02,Anomaly,Normal,Anomaly,1.1385609902083205,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2018-04-29,2018-06-11,Anomaly,Normal,Anomaly,1.1377348732977073,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2018-05-06,2018-06-18,Anomaly,Normal,Anomaly,1.1377348732977073,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2018-05-13,2018-06-25,Anomaly,Normal,Anomaly,1.1377348732977073,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2019-09-22,2019-11-04,Anomaly,Normal,Anomaly,1.1349817592217268,ODISHA,BALASORE,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2020-12-06,2021-01-18,Anomaly,Normal,Anomaly,1.1332074213976224,ODISHA,BALASORE,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2020-12-13,2021-01-25,Anomaly,Normal,Anomaly,1.1332074213976224,ODISHA,BALASORE,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2018-06-03,2018-07-16,Anomaly,Normal,Anomaly,1.127067805853481,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2017-07-09,2017-08-21,Anomaly,Normal,Anomaly,1.127067805853481,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2018-05-20,2018-07-02,Anomaly,Normal,Anomaly,1.127067805853481,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2018-05-27,2018-07-09,Anomaly,Normal,Anomaly,1.127067805853481,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2018-06-03,2018-07-16,Anomaly,Normal,Anomaly,1.127067805853481,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2018-06-10,2018-07-23,Anomaly,Normal,Anomaly,1.127067805853481,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2018-05-06,2018-06-18,Anomaly,Normal,Anomaly,1.122610068409051,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2017-10-22,2017-12-04,Anomaly,Normal,Anomaly,1.12049646612653,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2017-10-29,2017-12-11,Anomaly,Normal,Anomaly,1.12049646612653,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2017-11-05,2017-12-18,Anomaly,Normal,Anomaly,1.1184544992374177,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2019-03-31,2019-05-13,Anomaly,Normal,Anomaly,1.1174827231289517,ODISHA,BERHAMPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2019-04-07,2019-05-20,Anomaly,Normal,Anomaly,1.1174827231289517,ODISHA,BERHAMPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2019-04-14,2019-05-27,Anomaly,Normal,Anomaly,1.1174827231289517,ODISHA,BERHAMPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2019-04-21,2019-06-03,Anomaly,Normal,Anomaly,1.1174827231289517,ODISHA,BERHAMPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2019-04-07,2019-05-20,Anomaly,Normal,Anomaly,1.1085349949282712,ODISHA,BALASORE,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2017-09-10,2017-10-23,Anomaly,Normal,Anomaly,1.1032580589553524,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2017-09-03,2017-10-16,Anomaly,Normal,Anomaly,1.1015082189459413,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2017-06-11,2017-07-24,Anomaly,Normal,Anomaly,1.0998625171853518,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2017-06-18,2017-07-31,Anomaly,Normal,Anomaly,1.0998625171853518,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2017-06-25,2017-08-07,Anomaly,Normal,Anomaly,1.0998625171853518,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2018-10-21,2018-12-03,Anomaly,Normal,Anomaly,1.0935791282612093,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2018-05-20,2018-07-02,Anomaly,Normal,Anomaly,1.0907107798582076,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2018-05-27,2018-07-09,Anomaly,Normal,Anomaly,1.0907107798582076,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2018-05-13,2018-06-25,Anomaly,Normal,Anomaly,1.0875285037712683,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2019-03-24,2019-05-06,Anomaly,Normal,Anomaly,1.0839008839298652,ODISHA,BALASORE,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2019-03-31,2019-05-13,Anomaly,Normal,Anomaly,1.0839008839298652,ODISHA,BALASORE,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2018-04-29,2018-06-11,Anomaly,Normal,Anomaly,1.0831528078653558,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2018-05-27,2018-07-09,Anomaly,Normal,Anomaly,1.0831528078653558,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2018-06-03,2018-07-16,Anomaly,Normal,Anomaly,1.0831528078653558,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2018-06-10,2018-07-23,Anomaly,Normal,Anomaly,1.0831528078653558,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2018-06-17,2018-07-30,Anomaly,Normal,Anomaly,1.0831528078653558,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2018-09-23,2018-11-05,Anomaly,Normal,Anomaly,1.0831528078653558,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2018-09-30,2018-11-12,Anomaly,Normal,Anomaly,1.0831528078653558,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2018-09-30,2018-11-12,Anomaly,Normal,Anomaly,1.0767574219350868,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2018-10-07,2018-11-19,Anomaly,Normal,Anomaly,1.0767574219350868,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2018-10-14,2018-11-26,Anomaly,Normal,Anomaly,1.0767574219350868,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2018-09-30,2018-11-12,Anomaly,Normal,Anomaly,1.0767574219350868,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2018-10-07,2018-11-19,Anomaly,Normal,Anomaly,1.0767574219350868,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2019-09-15,2019-10-28,Anomaly,Normal,Anomaly,1.0762059184358534,ODISHA,BALASORE,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2018-12-23,2019-02-04,Anomaly,Normal,Anomaly,1.0744664975376808,ODISHA,BERHAMPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2018-12-30,2019-02-11,Anomaly,Normal,Anomaly,1.0744664975376808,ODISHA,BERHAMPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2017-06-18,2017-07-31,Anomaly,Normal,Anomaly,1.0739414887050982,ANDHRA PRADESH,KARIMNAGAR,GREEN GRAM DAL (MOONG DAL),,,,,,,KARIMNAGAR,MANDI
2017-06-25,2017-08-07,Anomaly,Normal,Anomaly,1.0739414887050982,ANDHRA PRADESH,KARIMNAGAR,GREEN GRAM DAL (MOONG DAL),,,,,,,KARIMNAGAR,MANDI
2019-02-10,2019-03-25,Anomaly,Normal,Anomaly,1.0733715630054403,ODISHA,BERHAMPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2019-02-17,2019-04-01,Anomaly,Normal,Anomaly,1.0733715630054403,ODISHA,BERHAMPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2019-02-24,2019-04-08,Anomaly,Normal,Anomaly,1.0733715630054403,ODISHA,BERHAMPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2021-06-06,2021-07-19,Anomaly,Normal,Anomaly,1.0696430647599116,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2017-09-17,2017-10-30,Anomaly,Normal,Anomaly,1.0687812446129978,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2017-09-24,2017-11-06,Anomaly,Normal,Anomaly,1.0687812446129978,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2017-10-01,2017-11-13,Anomaly,Normal,Anomaly,1.0687812446129978,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2017-10-08,2017-11-20,Anomaly,Normal,Anomaly,1.0687812446129978,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2017-09-03,2017-10-16,Anomaly,Normal,Anomaly,1.0674233211728146,ANDHRA PRADESH,VIJAYWADA,GREEN GRAM DAL (MOONG DAL),,,,,,,VIJAYWADA,MANDI
2019-09-08,2019-10-21,Anomaly,Normal,Anomaly,1.0665244634048794,ODISHA,BERHAMPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2019-09-15,2019-10-28,Anomaly,Normal,Anomaly,1.0665244634048794,ODISHA,BERHAMPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2019-09-22,2019-11-04,Anomaly,Normal,Anomaly,1.0665244634048794,ODISHA,BERHAMPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2019-09-08,2019-10-21,Anomaly,Normal,Anomaly,1.0665244634048794,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2018-04-22,2018-06-04,Anomaly,Normal,Anomaly,1.0664889185135809,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2018-04-29,2018-06-11,Anomaly,Normal,Anomaly,1.0664889185135809,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2018-08-26,2018-10-08,Anomaly,Normal,Anomaly,1.0664889185135809,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2018-09-02,2018-10-15,Anomaly,Normal,Anomaly,1.0664889185135809,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2018-09-09,2018-10-22,Anomaly,Normal,Anomaly,1.0664889185135809,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2018-09-16,2018-10-29,Anomaly,Normal,Anomaly,1.0664889185135809,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2019-12-29,2020-02-10,Anomaly,Normal,Anomaly,1.0656492566767528,ANDHRA PRADESH,TIRUPATHI,GREEN GRAM DAL (MOONG DAL),,,,,,,TIRUPATHI,MANDI
2019-06-16,2019-07-29,Anomaly,Normal,Anomaly,1.0623524510484654,ODISHA,BALASORE,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2018-09-23,2018-11-05,Anomaly,Normal,Anomaly,1.0623340103108891,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2018-10-07,2018-11-19,Anomaly,Normal,Anomaly,1.0623340103108891,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2018-10-14,2018-11-26,Anomaly,Normal,Anomaly,1.0623340103108891,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2017-06-11,2017-07-24,Anomaly,Normal,Anomaly,1.0608462382636263,ANDHRA PRADESH,KARIMNAGAR,GREEN GRAM DAL (MOONG DAL),,,,,,,KARIMNAGAR,MANDI
2018-07-29,2018-09-10,Anomaly,Normal,Anomaly,1.0605703507393496,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2021-06-13,2021-07-26,Anomaly,Normal,Anomaly,1.058698976590989,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2021-06-20,2021-08-02,Anomaly,Normal,Anomaly,1.058698976590989,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2017-01-08,2017-02-20,Anomaly,Normal,Anomaly,1.0573497299161017,ANDHRA PRADESH,KARIMNAGAR,GREEN GRAM DAL (MOONG DAL),,,,,,,KARIMNAGAR,MANDI
2017-01-29,2017-03-13,Anomaly,Normal,Anomaly,1.0573497299161017,ANDHRA PRADESH,KARIMNAGAR,GREEN GRAM DAL (MOONG DAL),,,,,,,KARIMNAGAR,MANDI
2019-03-31,2019-05-13,Anomaly,Normal,Anomaly,1.0569918583059563,ODISHA,BHUBANESHWAR,GREEN GRAM DAL (MOONG DAL),,,,,,,BHUBANESHWAR,MANDI
2019-03-17,2019-04-29,Anomaly,Normal,Anomaly,1.0569918583059563,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2019-03-24,2019-05-06,Anomaly,Normal,Anomaly,1.0569918583059563,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2019-03-31,2019-05-13,Anomaly,Normal,Anomaly,1.0569918583059563,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2017-01-01,2017-02-13,Anomaly,Normal,Anomaly,1.0566981024883535,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2017-01-08,2017-02-20,Anomaly,Normal,Anomaly,1.0566981024883535,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2017-01-22,2017-03-06,Anomaly,Normal,Anomaly,1.0566981024883535,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2017-01-29,2017-03-13,Anomaly,Normal,Anomaly,1.0566981024883535,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2021-05-09,2021-06-21,Anomaly,Normal,Anomaly,1.0554382846350403,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2019-09-08,2019-10-21,Anomaly,Normal,Anomaly,1.053911633563032,ODISHA,BALASORE,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2019-02-10,2019-03-25,Anomaly,Normal,Anomaly,1.050941468398774,ODISHA,BALASORE,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2019-02-17,2019-04-01,Anomaly,Normal,Anomaly,1.050941468398774,ODISHA,BALASORE,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2019-02-24,2019-04-08,Anomaly,Normal,Anomaly,1.050941468398774,ODISHA,BALASORE,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2017-07-02,2017-08-14,Anomaly,Normal,Anomaly,1.0505671988002308,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2021-07-04,2021-08-16,Anomaly,Normal,Anomaly,1.0492518759222629,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2017-10-08,2017-11-20,Anomaly,Normal,Anomaly,1.049008359285363,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2017-10-15,2017-11-27,Anomaly,Normal,Anomaly,1.049008359285363,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2017-11-05,2017-12-18,Anomaly,Normal,Anomaly,1.049008359285363,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2019-06-23,2019-08-05,Anomaly,Normal,Anomaly,1.0484654909040412,ODISHA,BALASORE,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2018-03-25,2018-05-07,Anomaly,Normal,Anomaly,1.0482180293501049,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2018-04-01,2018-05-14,Anomaly,Normal,Anomaly,1.0482180293501049,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2018-04-08,2018-05-21,Anomaly,Normal,Anomaly,1.0482180293501049,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2018-04-15,2018-05-28,Anomaly,Normal,Anomaly,1.0482180293501049,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2018-04-22,2018-06-04,Anomaly,Normal,Anomaly,1.0482180293501049,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2018-07-22,2018-09-03,Anomaly,Normal,Anomaly,1.0482180293501049,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
2017-09-03,2017-10-16,Anomaly,Normal,Anomaly,1.047452785272179,ANDHRA PRADESH,VISAKHAPATNAM,GREEN GRAM DAL (MOONG DAL),,,,,,,VISAKHAPATNAM,MANDI
2017-09-10,2017-10-23,Anomaly,Normal,Anomaly,1.047452785272179,ANDHRA PRADESH,VISAKHAPATNAM,GREEN GRAM DAL (MOONG DAL),,,,,,,VISAKHAPATNAM,MANDI
2021-07-11,2021-08-23,Anomaly,Normal,Anomaly,1.0463899546564353,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2021-07-18,2021-08-30,Anomaly,Normal,Anomaly,1.0463899546564353,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2021-07-25,2021-09-06,Anomaly,Normal,Anomaly,1.0463899546564353,ANDHRA PRADESH,HYDERABAD,GREEN GRAM DAL (MOONG DAL),,,,,,,HYDERABAD,MANDI
2018-09-16,2018-10-29,Anomaly,Normal,Anomaly,1.0459929241655128,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2018-09-23,2018-11-05,Anomaly,Normal,Anomaly,1.0459929241655128,ODISHA,CUTTACK,GREEN GRAM DAL (MOONG DAL),,,,,,,CUTTACK,MANDI
2018-12-16,2019-01-28,Anomaly,Normal,Anomaly,1.044620205939412,ODISHA,BERHAMPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,,MANDI
2018-12-16,2019-01-28,Anomaly,Normal,Anomaly,1.0439641229230996,ODISHA,SAMBALPUR,GREEN GRAM DAL (MOONG DAL),,,,,,,SAMBALPUR,MANDI
